 (88.074219+0.000000j), (-63.931336+0.219885j), (-40.936959-8.747681j), (47.932932-0.398922j), (-1.504166-11.071092j), (-7.410393+4.893614j), (-40.936959+8.747681j), (15.364901-4.554502j), (-11.294292+22.306659j), (8.473369+0.473195j), (-26.785043-11.457479j), (47.932932+0.398922j), (15.941640-4.411798j), (-63.931336-0.219885j), (3.081145+5.967349j), (15.364901+4.554502j)
 (74.183594+0.000000j), (-70.994442-7.801872j), (-31.990532+0.501437j), (33.998649+3.801930j), (-13.299647+2.893976j), (14.411244-2.154669j), (-31.990532-0.501437j), (26.928659+3.736387j), (-8.873624+2.898166j), (11.258659-3.138753j), (-32.307399+7.970287j), (33.998649-3.801930j), (62.078221-13.713253j), (-70.994442+7.801872j), (-20.116132+5.123866j), (26.928659-3.736387j)
 (84.562500+0.000000j), (-58.549578+4.491423j), (-39.192662-11.147640j), (2.628618+11.105011j), (-0.642230-30.114503j), (-4.805647+16.138957j), (-39.192662+11.147640j), (45.090386-0.187915j), (-5.402089-3.341360j), (11.952631+21.725167j), (23.332830-3.656668j), (2.628618-11.105011j), (10.281249+23.714831j), (-58.549578-4.491423j), (-19.950492-4.239890j), (45.090386+0.187915j)
 (151.179688+0.000000j), (-82.864176+2.022332j), (-60.760443+3.819694j), (42.668443+4.614880j), (-36.840594-6.825592j), (41.521414+10.883245j), (-60.760443-3.819694j), (-4.093984-10.888207j), (-49.756680-30.461227j), (39.935829+12.703530j), (23.335333+28.220129j), (42.668443-4.614880j), (-18.914461-1.715869j), (-82.864176-2.022332j), (47.914512-12.481960j), (-4.093984+10.888207j)
 (136.933594+0.000000j), (-97.453819-1.256531j), (-49.683158-3.389150j), (76.967009-10.177832j), (-32.816970-11.417720j), (23.767487+3.324547j), (-49.683158+3.389150j), (-1.400598+4.065519j), (5.542097+25.973761j), (5.829237-1.335318j), (-43.227334-8.865708j), (76.967009+10.177832j), (32.910512-22.230241j), (-97.453819+1.256531j), (10.305033+17.747999j), (-1.400598-4.065519j)
 (162.214844+0.000000j), (-106.226972-7.780811j), (-50.982643+7.124718j), (36.182445-17.401834j), (-68.096384+26.738207j), (38.030326+10.467353j), (-50.982643-7.124718j), (37.353983-18.984008j), (26.234126+18.940905j), (38.485402-36.235049j), (-33.895057-7.372650j), (36.182445+17.401834j), (20.622335-4.760900j), (-106.226972+7.780811j), (-1.263711-18.174131j), (37.353983+18.984008j)
 (84.527344+0.000000j), (-69.209032-1.238108j), (-29.427771-2.008669j), (18.131641+9.462677j), (-13.615726+3.821132j), (6.005942-5.837940j), (-29.427771+2.008669j), (28.071776+5.894208j), (-9.577755-0.938612j), (15.454508-0.869287j), (-2.325189+12.870585j), (18.131641-9.462677j), (32.964219-2.303620j), (-69.209032+1.238108j), (-14.397075+9.874816j), (28.071776-5.894208j)
 (82.847656+0.000000j), (-51.425222-7.308248j), (-39.338388+13.733293j), (-1.960826-11.425370j), (-3.338255+29.420794j), (-0.508444-17.010879j), (-39.338388-13.733293j), (39.363262+8.142756j), (-18.386302+8.443751j), (18.261980-23.727395j), (39.397238-4.577322j), (-1.960826+11.425370j), (-8.054457-13.922778j), (-51.425222+7.308248j), (-3.951069+2.821197j), (39.363262-8.142756j)
 (109.218750+0.000000j), (-63.353552+1.033095j), (-64.234066+5.416909j), (38.225216+17.812110j), (4.739220+12.369414j), (10.307802-5.169330j), (-64.234066-5.416909j), (26.734044-0.570836j), (-18.803727-31.380603j), (-6.227042+17.789281j), (18.704490+13.318555j), (38.225216-17.812110j), (-1.194460+26.146155j), (-63.353552-1.033095j), (3.661048-20.972219j), (26.734044+0.570836j)
 (71.617188+0.000000j), (-46.685125+10.614712j), (-17.907977-14.183425j), (-11.583019-1.102861j), (-23.248135-27.421144j), (10.593432+22.707591j), (-17.907977+14.183425j), (22.806072-6.752420j), (-5.101115+1.385453j), (23.293926+8.154315j), (28.667623-18.939401j), (-11.583019+1.102861j), (4.163545+27.657757j), (-46.685125-10.614712j), (-0.559767+1.871462j), (22.806072+6.752420j)
 (163.902344+0.000000j), (-74.025041+8.896765j), (-39.348494+7.045928j), (60.726678-10.953398j), (-76.771691+26.130903j), (30.355875-10.401630j), (-39.348494-7.045928j), (-15.725668+0.782131j), (4.935622+36.598487j), (30.877606-48.737740j), (13.237526-9.256734j), (60.726678+10.953398j), (-30.455153+8.310220j), (-74.025041-8.896765j), (-4.999778+7.116254j), (-15.725668-0.782131j)
 (94.003906+0.000000j), (-71.425638+4.273795j), (-44.530480-7.763283j), (22.611415+3.941298j), (-3.377007-8.682278j), (4.060230-1.285127j), (-44.530480+7.763283j), (34.823418-0.568275j), (-19.229985+1.167487j), (12.422746+8.776199j), (11.976097-12.865814j), (22.611415-3.941298j), (23.130951+15.534927j), (-71.425638-4.273795j), (-4.666486+4.493001j), (34.823418+0.568275j)
 (70.273438+0.000000j), (-59.576852+4.469923j), (-18.823953-0.513038j), (14.165788+5.265269j), (-22.821563-5.598017j), (6.688835-7.898933j), (-18.823953+0.513038j), (19.749020+8.893068j), (-25.142069-27.890558j), (30.026302+21.301522j), (-3.462935+5.020104j), (14.165788-5.265269j), (34.816840+2.658745j), (-59.576852-4.469923j), (-19.251158+15.757476j), (19.749020-8.893068j)
 (109.296875+0.000000j), (-79.683857+6.824584j), (-25.586779+1.296594j), (55.871681-7.017027j), (-39.601552+17.919007j), (32.466806-11.991743j), (-25.586779-1.296594j), (-14.276266-3.482026j), (22.344570+22.340566j), (11.467730-22.603606j), (-43.724294-10.045133j), (55.871681+7.017027j), (22.384345+7.827342j), (-79.683857-6.824584j), (23.063405-3.041507j), (-14.276266+3.482026j)
 (155.218750+0.000000j), (-56.508003+9.659707j), (-61.955380-2.819075j), (55.520524+15.154727j), (-31.573325+15.230087j), (16.388065-8.109276j), (-61.955380+2.819075j), (-28.069022-12.462010j), (-57.327964-27.288981j), (32.212938+5.399430j), (26.836660+18.687226j), (55.520524-15.154727j), (-34.747650+13.005452j), (-56.508003-9.659707j), (25.301998-3.709702j), (-28.069022+12.462010j)
 (86.152344+0.000000j), (-62.006473-1.915708j), (-34.198896+3.035601j), (52.642939+8.530127j), (-10.003865+18.062917j), (0.068175-11.887158j), (-34.198896-3.035601j), (14.110726+25.953808j), (-2.738896-23.293290j), (12.110630+6.598964j), (-33.966885+5.412339j), (52.642939-8.530127j), (25.407589-13.673519j), (-62.006473+1.915708j), (-8.834648+20.093729j), (14.110726-25.953808j)
 (78.687500+0.000000j), (-60.164851-8.340985j), (-38.932608+4.425889j), (26.633588+2.872808j), (-0.111668+6.894106j), (3.318335+2.030189j), (-38.932608-4.425889j), (24.538388+2.615395j), (-16.725923-0.014860j), (6.333913-7.846053j), (2.697366+16.384147j), (26.633588-2.872808j), (19.740480-15.170713j), (-60.164851+8.340985j), (2.615897-2.303721j), (24.538388-2.615395j)
 (116.449219+0.000000j), (-21.809522+0.717818j), (-62.280068-3.583782j), (-16.452539-19.361612j), (-14.217734+11.802380j), (7.118501-16.222631j), (-62.280068+3.583782j), (31.249106+11.062115j), (8.481385-14.120751j), (20.563348-13.611943j), (18.638570-15.082960j), (-16.452539+19.361612j), (-57.448451+13.912688j), (-21.809522-0.717818j), (58.188918+21.655163j), (31.249106-11.062115j)
 (64.917969+0.000000j), (-53.836198+1.240455j), (-28.015088-1.326317j), (50.856921+2.008889j), (-10.713237+2.233550j), (10.518318-2.179507j), (-28.015088+1.326317j), (2.543156+1.129402j), (21.392473-2.163748j), (-1.658232-0.052277j), (-57.346015+0.718129j), (50.856921-2.008889j), (27.676247+0.746686j), (-53.836198-1.240455j), (11.879569+3.169256j), (2.543156-1.129402j)
 (211.109375+0.000000j), (-95.572985+13.481143j), (-80.323171-1.990932j), (29.387096-23.786467j), (-82.574230+25.771294j), (31.085405-7.028033j), (-80.323171+1.990932j), (33.601977-16.577116j), (17.912519+34.222583j), (41.657490-51.160308j), (15.271813-19.979115j), (29.387096+23.786467j), (-38.242198+18.424661j), (-95.572985-13.481143j), (34.377324-16.648425j), (33.601977+16.577116j)
 (98.710938+0.000000j), (-68.912878+9.421558j), (-36.652611-14.250057j), (8.002216-4.738927j), (-17.882321-32.922099j), (13.575381+17.936241j), (-36.652611+14.250057j), (27.110196-5.288901j), (-20.973620+11.705786j), (24.665628+17.172031j), (26.545239-38.719216j), (8.002216+4.738927j), (15.424723+25.833385j), (-68.912878-9.421558j), (2.616592+6.138593j), (27.110196+5.288901j)
 (115.718750+0.000000j), (-72.813843+6.721547j), (-52.110271-0.164019j), (98.863145-4.768282j), (-16.919415+5.008559j), (10.806041-1.302318j), (-52.110271+0.164019j), (-9.661362+0.549323j), (58.707525+6.171250j), (-21.774042-5.055576j), (-69.774887-9.603391j), (98.863145+4.768282j), (1.963657+4.988705j), (-72.813843-6.721547j), (17.630315+0.841226j), (-9.661362-0.549323j)
 (146.488281+0.000000j), (-81.680457+12.286020j), (-45.567797+1.557132j), (63.522098-3.843257j), (-27.368092+4.983822j), (-1.070180+6.489827j), (-45.567797-1.557132j), (-9.038553-13.806277j), (-5.088323-12.574090j), (15.200633+0.002904j), (-3.687584-7.602977j), (63.522098+3.843257j), (-7.853294+17.434684j), (-81.680457-12.286020j), (9.438035-14.320359j), (-9.038553+13.806277j)
 (129.250000+0.000000j), (-77.988594+9.153548j), (-38.371726+4.176171j), (8.140012-24.254595j), (-50.528273+0.554466j), (24.176994-3.082952j), (-38.371726-4.176171j), (14.858837+3.900022j), (-35.472581+27.034584j), (62.785834-20.010263j), (22.054773-31.414575j), (8.140012+24.254595j), (-2.899777+8.010443j), (-77.988594-9.153548j), (24.106405+10.212092j), (14.858837-3.900022j)
 (75.500000+0.000000j), (-55.574034+0.870248j), (-25.175667+11.884720j), (38.318055-13.985108j), (-19.131157+26.788645j), (15.903079-13.596244j), (-25.175667-11.884720j), (-2.063373+0.316061j), (0.258410+31.817059j), (9.456707-36.104640j), (-23.568125-6.531397j), (38.318055+13.985108j), (14.553868+3.193981j), (-55.574034-0.870248j), (17.285198-8.778721j), (-2.063373-0.316061j)
 (132.910156+0.000000j), (-77.109807+0.759451j), (-35.191777-0.004741j), (-7.707710+1.702003j), (-41.540014+6.891842j), (17.400613+24.557218j), (-35.191777+0.004741j), (33.268446-11.366074j), (-5.528879-9.629748j), (38.211239-9.195137j), (28.768538+11.957903j), (-7.707710-1.702003j), (-12.841219-4.994914j), (-77.109807-0.759451j), (6.990493-8.988583j), (33.268446+11.366074j)
 (125.687500+0.000000j), (-58.740808+10.754470j), (-38.358818+2.179756j), (57.575166-10.174274j), (-47.361896-8.310440j), (8.633310+18.909636j), (-38.358818-2.179756j), (-9.838375-34.797480j), (-4.965227+13.909400j), (20.914561-17.280197j), (2.268896-16.739443j), (57.575166+10.174274j), (-7.306909+26.312502j), (-58.740808-10.754470j), (-4.856953-16.750694j), (-9.838375+34.797480j)
 (59.937500+0.000000j), (-45.067578+5.056956j), (-31.752131+0.459175j), (19.812613-1.873595j), (0.962640-2.881807j), (-2.654805-8.675458j), (-31.752131-0.459175j), (26.149868+8.827653j), (-3.312478-1.597822j), (3.117845+6.856235j), (0.513624-14.798496j), (19.812613+1.873595j), (12.029185+14.465728j), (-45.067578-5.056956j), (-8.410127+14.933848j), (26.149868-8.827653j)
 (135.058594+0.000000j), (-92.609422-2.192995j), (-58.490898+13.018427j), (18.280083+1.402096j), (-9.934626+35.244231j), (6.774053-28.129112j), (-58.490898-13.018427j), (46.240613+11.638302j), (-14.137116+8.493346j), (20.566213-21.919437j), (21.889765+16.684533j), (18.280083-1.402096j), (14.408060-7.655503j), (-92.609422+2.192995j), (2.017262+5.313171j), (46.240613-11.638302j)
 (120.082031+0.000000j), (-91.747277+7.349864j), (-55.504699-11.134863j), (22.226123+7.476504j), (-6.806299-16.486451j), (4.479057+0.727490j), (-55.504699+11.134863j), (54.770102-1.281105j), (-9.898372-1.993398j), (12.805694+15.696452j), (15.613524-11.647366j), (22.226123-7.476504j), (31.588078+24.780442j), (-91.747277-7.349864j), (-24.100075+3.116987j), (54.770102+1.281105j)
 (62.632812+0.000000j), (-54.661861+5.520584j), (-21.866559+7.819002j), (21.270482-2.358714j), (-13.195009+18.950594j), (3.481668-17.078916j), (-21.866559-7.819002j), (19.823842+11.480850j), (-19.911018-2.761091j), (20.569450-10.669960j), (-16.888734+3.614291j), (21.270482+2.358714j), (35.518393+4.239143j), (-54.661861-5.520584j), (-15.678711+11.585339j), (19.823842-11.480850j)
 (94.675781+0.000000j), (-63.414167+1.534417j), (-40.782725+2.667666j), (81.392413-1.659616j), (-14.577208+4.048726j), (9.230308+1.246494j), (-40.782725-2.667666j), (-8.034226-1.808445j), (50.098351+4.598607j), (-14.593400-8.800515j), (-67.578863-1.690862j), (81.392413+1.659616j), (6.914388+7.508094j), (-63.414167-1.534417j), (17.581656-3.799189j), (-8.034226+1.808445j)
 (182.937500+0.000000j), (-120.757428+9.849254j), (-82.969580-0.703295j), (78.781274+4.240165j), (-26.995185+18.756166j), (23.336682-8.723458j), (-82.969580+0.703295j), (21.847102-11.777273j), (-20.371116-2.344663j), (15.030780-12.749519j), (-8.992875+15.499897j), (78.781274-4.240165j), (11.148181+13.026593j), (-120.757428-9.849254j), (21.711116-17.769933j), (21.847102+11.777273j)
 (188.773438+0.000000j), (-99.453484-12.279203j), (-101.149330+19.518006j), (21.497315-3.384644j), (15.942293+51.926963j), (5.576430-14.236903j), (-101.149330-19.518006j), (48.067663+2.141842j), (-16.223306+20.821503j), (14.255247-46.005185j), (44.544922+27.009533j), (21.497315+3.384644j), (-7.199868-36.132033j), (-99.453484+12.279203j), (23.888232+5.704967j), (48.067663-2.141842j)
 (105.519531+0.000000j), (-35.241874+0.211025j), (-62.312740+4.625965j), (19.991504-7.575204j), (4.420677+11.155648j), (6.339208-20.536778j), (-62.312740-4.625965j), (14.312906+25.534116j), (-19.954055+20.654242j), (0.307098+3.424310j), (53.308785-36.006729j), (19.991504+7.575204j), (-33.728048+13.813566j), (-35.241874-0.211025j), (2.514628+9.919838j), (14.312906-25.534116j)
 (138.164062+0.000000j), (-94.130991-4.002634j), (-56.309239-5.970163j), (55.315598-5.021815j), (-18.584944-1.802083j), (28.220983+5.866145j), (-56.309239+5.970163j), (11.425946-6.721652j), (-12.989096+23.566560j), (-2.419906-20.698949j), (-4.721485+2.909729j), (55.315598+5.021815j), (27.650728-15.820370j), (-94.130991+4.002634j), (-0.460229+0.649112j), (11.425946+6.721652j)
 (148.980469+0.000000j), (-81.319220+2.829857j), (-57.894073-5.346304j), (41.839909+18.645999j), (-29.821739+6.441368j), (16.904709-41.250796j), (-57.894073+5.346304j), (21.215818+40.247537j), (-7.312379+0.681827j), (28.958669+28.559220j), (10.906239-7.364865j), (41.839909-18.645999j), (-7.900235+2.047216j), (-81.319220-2.829857j), (-1.612605+26.441096j), (21.215818-40.247537j)
 (95.421875+0.000000j), (-71.861998+4.960674j), (-55.221211-2.097988j), (31.465107+2.869723j), (6.798790+11.302743j), (-8.078216-12.891865j), (-55.221211+2.097988j), (47.106169+0.694882j), (-11.496457-5.871135j), (4.838587-4.214494j), (-0.358857-1.459628j), (31.465107-2.869723j), (22.116207+14.847569j), (-71.861998-4.960674j), (-14.315730+1.881202j), (47.106169-0.694882j)
 (90.265625+0.000000j), (-60.905591-4.383998j), (-51.380528-3.515159j), (35.650911-2.762101j), (8.894863-15.261073j), (-10.862609-9.245415j), (-51.380528+3.515159j), (28.499232+17.382591j), (-1.424047+11.131492j), (1.441796+15.281448j), (-8.656569-38.473538j), (35.650911+2.762101j), (10.316735+9.510185j), (-60.905591+4.383998j), (9.139679+25.307700j), (28.499232-17.382591j)
 (188.285156+0.000000j), (-95.172076+3.337539j), (-74.141292+8.887352j), (23.519063-18.499826j), (-29.314150+21.927129j), (24.023364+1.767154j), (-74.141292-8.887352j), (44.630442-13.334684j), (13.103481-19.647080j), (3.913635+7.240279j), (5.480969-15.080775j), (23.519063+18.499826j), (-21.291070+16.408556j), (-95.172076-3.337539j), (20.335206-20.213889j), (44.630442+13.334684j)
 (102.199219+0.000000j), (-67.844932+7.481999j), (-22.849224-1.801210j), (46.798888-0.010743j), (-28.396096+4.718691j), (-1.077022+4.002189j), (-22.849224+1.801210j), (-5.463229-19.483833j), (-5.340525-0.902932j), (22.110320-11.557181j), (-23.713835-7.697001j), (46.798888+0.010743j), (17.804332+25.675823j), (-67.844932-7.481999j), (-2.804549-19.856186j), (-5.463229+19.483833j)
 (183.117188+0.000000j), (-86.200331-8.268816j), (-76.321657-6.812971j), (84.056365+21.007898j), (-38.383510-5.590203j), (25.752548+6.351469j), (-76.321657+6.812971j), (-20.515923-7.393484j), (-46.631225-12.489871j), (24.229215+12.338168j), (15.276059+9.538982j), (84.056365-21.007898j), (-32.040822+10.033505j), (-86.200331+8.268816j), (31.293072-10.422613j), (-20.515923+7.393484j)
 (119.382812+0.000000j), (-83.125141-1.793743j), (-50.244806+3.218406j), (49.629957-6.837534j), (-18.377311+0.080067j), (5.202921-9.409620j), (-50.244806-3.218406j), (18.726770+16.498375j), (-17.592331+12.730195j), (21.622548+2.546428j), (-14.016139-18.876929j), (49.629957+6.837534j), (14.152296-7.656372j), (-83.125141+1.793743j), (8.115227+21.563947j), (18.726770-16.498375j)
 (36.003906+0.000000j), (-35.096806-0.421797j), (-13.807891+0.424449j), (18.025669+0.790497j), (-6.328246+0.613220j), (5.986182-0.874512j), (-13.807891-0.424449j), (9.465731+1.818519j), (-4.767341-1.115208j), (5.951105+0.082791j), (-21.608175+1.686255j), (18.025669-0.790497j), (32.499045-0.920745j), (-35.096806+0.421797j), (-5.466971+3.197172j), (9.465731-1.818519j)
 (98.269531+0.000000j), (-69.698985+2.577266j), (-56.722676+3.501298j), (52.582044-1.722497j), (-0.549526+9.616268j), (3.490924+0.517659j), (-56.722676-3.501298j), (25.688776+2.462501j), (1.152070-11.814682j), (1.153213+2.872073j), (-29.179570-7.350937j), (52.582044+1.722497j), (22.556757+2.020336j), (-69.698985-2.577266j), (4.085472+3.354923j), (25.688776-2.462501j)
 (91.300781+0.000000j), (-27.591731-7.431264j), (-57.428946+2.964174j), (31.912703-5.578339j), (-1.298912-5.580380j), (32.114482+14.894575j), (-57.428946-2.964174j), (-7.549027+0.031069j), (-21.276174+12.513482j), (-9.937986-11.341393j), (30.386489-5.355548j), (31.912703+5.578339j), (-33.620038-6.341070j), (-27.591731+7.431264j), (24.228729-1.100754j), (-7.549027-0.031069j)
 (150.906250+0.000000j), (-95.937341-7.596356j), (-63.826701-1.124506j), (92.915231-12.767823j), (-22.011459-26.419500j), (27.693055+11.043279j), (-63.826701+1.124506j), (-7.693049-3.291681j), (8.190586+12.260352j), (-14.834477+7.134937j), (-42.133882+2.947432j), (92.915231+12.767823j), (18.586464-25.942927j), (-95.937341+7.596356j), (16.105454+2.730377j), (-7.693049+3.291681j)
 (83.578125+0.000000j), (-75.212112+4.621071j), (-41.801312-3.550865j), (31.387628+2.554160j), (0.624716-1.655645j), (-3.100598-2.827202j), (-41.801312+3.550865j), (41.399750-1.642325j), (-12.091976-4.296703j), (5.042866+4.384924j), (-12.677975-0.677038j), (31.387628-2.554160j), (53.482487+7.801800j), (-75.212112-4.621071j), (-32.341010+2.183966j), (41.399750+1.642325j)
 (188.777344+0.000000j), (-65.929294-14.848757j), (-58.021973-4.752170j), (2.305705+20.149712j), (-61.913368-21.008977j), (34.200917+14.344030j), (-58.021973+4.752170j), (-11.662477-4.658315j), (-29.173715-18.254977j), (63.256475+26.065262j), (53.879465+31.250111j), (2.305705-20.149712j), (-47.988615-27.934908j), (-65.929294+14.848757j), (23.670395+9.823320j), (-11.662477+4.658315j)
 (66.878906+0.000000j), (-60.415017-6.789915j), (-27.331331-0.457770j), (42.827835+6.882817j), (-10.362381+1.980290j), (11.200715-0.674818j), (-27.331331+0.457770j), (8.849762+2.550741j), (5.212424-2.777443j), (4.061458-1.075489j), (-49.794306+14.099375j), (42.827835-6.882817j), (43.598874-10.127951j), (-60.415017+6.789915j), (6.210543+1.872217j), (8.849762-2.550741j)
 (85.761719+0.000000j), (-71.836330-7.074231j), (-29.110470-11.114234j), (34.933812+0.341978j), (-26.328828-11.594023j), (18.625925+16.678627j), (-29.110470+11.114234j), (15.970384-12.701708j), (-6.220984+25.948125j), (22.288520-6.094814j), (-34.607552-14.666183j), (34.933812-0.341978j), (38.926173-7.368193j), (-71.836330+7.074231j), (0.626183-8.318199j), (15.970384+12.701708j)
 (81.980469+0.000000j), (-61.636227+5.056970j), (-35.860423+12.384735j), (20.882137-5.302819j), (-5.140209+26.808812j), (0.508058-13.331703j), (-35.860423-12.384735j), (24.345557+7.420698j), (-41.499350+2.589072j), (21.995223-22.689568j), (8.937676+10.095805j), (20.882137+5.302819j), (18.968161+6.102651j), (-61.636227-5.056970j), (-1.784304-1.684732j), (24.345557-7.420698j)
 (135.156250+0.000000j), (-91.114868+10.076261j), (-68.420659-16.821865j), (52.840245-3.603953j), (1.109008-28.770125j), (-3.741672+1.221327j), (-68.420659+16.821865j), (28.907052-1.145079j), (-37.296106+7.137375j), (14.381632+25.495587j), (-0.131910-31.759509j), (52.840245+3.603953j), (18.527794+5.662295j), (-91.114868-10.076261j), (9.150046+17.828499j), (28.907052+1.145079j)
